dataset,strategy,seed,metric,value
adult,federated_exact_retraining,42,unlearning_score,-0.0109
adult,federated_exact_retraining,42,forget_confidence_mean_unlearned,0.8795
adult,federated_exact_retraining,42,forget_entropy_mean_unlearned,0.2624
adult,federated_exact_retraining,42,mia_accuracy_unlearned,0.5117
adult,federated_exact_retraining,42,mia_improvement,0.0038
adult,federated_exact_retraining,42,js_divergence_mean,0.0167
adult,federated_exact_retraining,43,utility_accuracy_test,0.8455
adult,federated_exact_retraining,43,unlearning_score,-0.0105
adult,federated_exact_retraining,43,forget_confidence_mean_unlearned,0.8803
adult,federated_exact_retraining,43,forget_entropy_mean_unlearned,0.2624
adult,federated_exact_retraining,43,mia_accuracy_unlearned,0.5068
adult,federated_exact_retraining,43,mia_improvement,-0.0136
adult,federated_exact_retraining,43,js_divergence_mean,0.0165
adult,federated_exact_retraining,44,utility_accuracy_test,0.8479
adult,federated_exact_retraining,44,unlearning_score,-0.0119
adult,federated_exact_retraining,44,forget_confidence_mean_unlearned,0.8803
adult,federated_exact_retraining,44,forget_entropy_mean_unlearned,0.2623
adult,federated_exact_retraining,44,mia_accuracy_unlearned,0.5050
adult,federated_exact_retraining,44,mia_improvement,0.0171
adult,federated_exact_retraining,44,js_divergence_mean,0.0166
adult,federated_exact_retraining,45,utility_accuracy_test,0.8386
adult,federated_exact_retraining,45,unlearning_score,-0.0099
adult,federated_exact_retraining,45,forget_confidence_mean_unlearned,0.8785
adult,federated_exact_retraining,45,forget_entropy_mean_unlearned,0.2649
adult,federated_exact_retraining,45,mia_accuracy_unlearned,0.5026
adult,federated_exact_retraining,45,mia_improvement,0.0030
adult,federated_exact_retraining,45,js_divergence_mean,0.0150
adult,federated_exact_retraining,46,utility_accuracy_test,0.8432
adult,federated_exact_retraining,46,unlearning_score,-0.0124
adult,federated_exact_retraining,46,forget_confidence_mean_unlearned,0.8803
adult,federated_exact_retraining,46,forget_entropy_mean_unlearned,0.2606
adult,federated_exact_retraining,46,mia_accuracy_unlearned,0.4950
adult,federated_exact_retraining,46,mia_improvement,0.0030
adult,federated_exact_retraining,46,js_divergence_mean,0.0154
adult,federated_exact_retraining,47,utility_accuracy_test,0.8508
adult,federated_exact_retraining,47,unlearning_score,-0.0148
adult,federated_exact_retraining,47,forget_confidence_mean_unlearned,0.8819
adult,federated_exact_retraining,47,forget_entropy_mean_unlearned,0.2587
adult,federated_exact_retraining,47,mia_accuracy_unlearned,0.4958
adult,federated_exact_retraining,47,mia_improvement,0.0038
adult,federated_exact_retraining,47,js_divergence_mean,0.0165
adult,federated_exact_retraining,48,utility_accuracy_test,0.8456
adult,federated_exact_retraining,48,unlearning_score,-0.0140
adult,federated_exact_retraining,48,forget_confidence_mean_unlearned,0.8830
adult,federated_exact_retraining,48,forget_entropy_mean_unlearned,0.2555
adult,federated_exact_retraining,48,mia_accuracy_unlearned,0.5000
adult,federated_exact_retraining,48,mia_improvement,-0.0043
adult,federated_exact_retraining,48,js_divergence_mean,0.0170
adult,federated_exact_retraining,49,utility_accuracy_test,0.8669
adult,federated_exact_retraining,49,unlearning_score,-0.0126
adult,federated_exact_retraining,49,forget_confidence_mean_unlearned,0.8814
adult,federated_exact_retraining,49,forget_entropy_mean_unlearned,0.2583
adult,federated_exact_retraining,49,mia_accuracy_unlearned,0.5157
adult,federated_exact_retraining,49,mia_improvement,0.0023
adult,federated_exact_retraining,49,js_divergence_mean,0.0163
adult,federated_exact_retraining,50,utility_accuracy_test,0.8596
adult,federated_exact_retraining,50,unlearning_score,-0.0127
adult,federated_exact_retraining,50,forget_confidence_mean_unlearned,0.8800
adult,federated_exact_retraining,50,forget_entropy_mean_unlearned,0.2607
adult,federated_exact_retraining,50,mia_accuracy_unlearned,0.5227
adult,federated_exact_retraining,50,mia_improvement,-0.0236
adult,federated_exact_retraining,50,js_divergence_mean,0.0166
adult,federated_exact_retraining,51,utility_accuracy_test,0.8468
adult,federated_exact_retraining,51,unlearning_score,-0.0128
adult,federated_exact_retraining,51,forget_confidence_mean_unlearned,0.8797
adult,federated_exact_retraining,51,forget_entropy_mean_unlearned,0.2621
adult,federated_exact_retraining,51,mia_accuracy_unlearned,0.4988
adult,federated_exact_retraining,51,mia_improvement,-0.0087
adult,federated_exact_retraining,51,js_divergence_mean,0.0153
adult,sisa,42,utility_accuracy_test,0.8474
adult,sisa,42,unlearning_score,-0.0157
adult,sisa,42,forget_confidence_mean_unlearned,0.6595
adult,sisa,42,forget_entropy_mean_unlearned,0.6300
adult,sisa,42,mia_accuracy_unlearned,0.5079
adult,sisa,42,mia_improvement,-0.0192
adult,sisa,42,js_divergence_mean,0.0628
adult,sisa,42,retrain_fraction,0.2875
adult,sisa,43,utility_accuracy_test,0.8517
adult,sisa,43,unlearning_score,-0.0154
adult,sisa,43,forget_confidence_mean_unlearned,0.6601
adult,sisa,43,forget_entropy_mean_unlearned,0.6299
adult,sisa,43,mia_accuracy_unlearned,0.4883
adult,sisa,43,mia_improvement,0.0117
adult,sisa,43,js_divergence_mean,0.0627
adult,sisa,43,retrain_fraction,0.2875
adult,sisa,44,utility_accuracy_test,0.8536
adult,sisa,44,unlearning_score,-0.0159
adult,sisa,44,forget_confidence_mean_unlearned,0.6599
adult,sisa,44,forget_entropy_mean_unlearned,0.6300
adult,sisa,44,mia_accuracy_unlearned,0.4959
adult,sisa,44,mia_improvement,0.0064
adult,sisa,44,js_divergence_mean,0.0639
adult,sisa,44,retrain_fraction,0.2875
adult,sisa,45,utility_accuracy_test,0.8402
adult,sisa,45,unlearning_score,-0.0138
adult,sisa,45,forget_confidence_mean_unlearned,0.6585
adult,sisa,45,forget_entropy_mean_unlearned,0.6307
adult,sisa,45,mia_accuracy_unlearned,0.5010
adult,sisa,45,mia_improvement,-0.0023
adult,sisa,45,js_divergence_mean,0.0621
adult,sisa,45,retrain_fraction,0.2875
adult,sisa,46,utility_accuracy_test,0.8448
adult,sisa,46,unlearning_score,-0.0150
adult,sisa,46,forget_confidence_mean_unlearned,0.6585
adult,sisa,46,forget_entropy_mean_unlearned,0.6306
adult,sisa,46,mia_accuracy_unlearned,0.4933
adult,sisa,46,mia_improvement,0.0075
adult,sisa,46,js_divergence_mean,0.0624
adult,sisa,46,retrain_fraction,0.2875
adult,sisa,47,utility_accuracy_test,0.8423
adult,sisa,47,unlearning_score,-0.0158
adult,sisa,47,forget_confidence_mean_unlearned,0.6589
adult,sisa,47,forget_entropy_mean_unlearned,0.6305
adult,sisa,47,mia_accuracy_unlearned,0.5117
adult,sisa,47,mia_improvement,-0.0101
adult,sisa,47,js_divergence_mean,0.0631
adult,sisa,47,retrain_fraction,0.2875
adult,sisa,48,utility_accuracy_test,0.8438
adult,sisa,48,unlearning_score,-0.0160
adult,sisa,48,forget_confidence_mean_unlearned,0.6584
adult,sisa,48,forget_entropy_mean_unlearned,0.6307
adult,sisa,48,mia_accuracy_unlearned,0.5053
adult,sisa,48,mia_improvement,0.0128
adult,sisa,48,js_divergence_mean,0.0635
adult,sisa,48,retrain_fraction,0.2875
adult,sisa,49,utility_accuracy_test,0.8562
adult,sisa,49,unlearning_score,-0.0153
adult,sisa,49,forget_confidence_mean_unlearned,0.6594
adult,sisa,49,forget_entropy_mean_unlearned,0.6301
adult,sisa,49,mia_accuracy_unlearned,0.5068
adult,sisa,49,mia_improvement,-0.0183
adult,sisa,49,js_divergence_mean,0.0630
adult,sisa,49,retrain_fraction,0.2875
adult,sisa,50,utility_accuracy_test,0.8536
adult,sisa,50,unlearning_score,-0.0149
adult,sisa,50,forget_confidence_mean_unlearned,0.6581
adult,sisa,50,forget_entropy_mean_unlearned,0.6309
adult,sisa,50,mia_accuracy_unlearned,0.5018
adult,sisa,50,mia_improvement,0.0090
adult,sisa,50,js_divergence_mean,0.0638
adult,sisa,50,retrain_fraction,0.2875
adult,sisa,51,utility_accuracy_test,0.8570
adult,sisa,51,unlearning_score,-0.0151
adult,sisa,51,forget_confidence_mean_unlearned,0.6575
adult,sisa,51,forget_entropy_mean_unlearned,0.6310
adult,sisa,51,mia_accuracy_unlearned,0.5008
adult,sisa,51,mia_improvement,-0.0064
adult,sisa,51,js_divergence_mean,0.0633
adult,sisa,51,retrain_fraction,0.2875
adult,distillation,42,utility_accuracy_test,0.8146
adult,distillation,42,unlearning_score,0.0169
adult,distillation,42,forget_confidence_mean_unlearned,0.8626
adult,distillation,42,forget_entropy_mean_unlearned,0.2969
adult,distillation,42,mia_accuracy_unlearned,0.5145
adult,distillation,42,mia_improvement,0.0010
adult,distillation,42,js_divergence_mean,0.0079
adult,distillation,42,activation_cosine_similarity,0.1498
adult,distillation,42,retrain_fraction,0.7375
adult,distillation,43,utility_accuracy_test,0.8161
adult,distillation,43,unlearning_score,0.0179
adult,distillation,43,forget_confidence_mean_unlearned,0.8607
adult,distillation,43,forget_entropy_mean_unlearned,0.2993
adult,distillation,43,mia_accuracy_unlearned,0.4963
adult,distillation,43,mia_improvement,0.0102
adult,distillation,43,js_divergence_mean,0.0083
adult,distillation,43,activation_cosine_similarity,0.1566
adult,distillation,43,retrain_fraction,0.7375
adult,distillation,44,utility_accuracy_test,0.7886
adult,distillation,44,unlearning_score,0.0117
adult,distillation,44,forget_confidence_mean_unlearned,0.8602
adult,distillation,44,forget_entropy_mean_unlearned,0.2984
adult,distillation,44,mia_accuracy_unlearned,0.5139
adult,distillation,44,mia_improvement,0.0029
adult,distillation,44,js_divergence_mean,0.0082
adult,distillation,44,activation_cosine_similarity,0.1799
adult,distillation,44,retrain_fraction,0.7375
adult,distillation,45,utility_accuracy_test,0.8216
adult,distillation,45,unlearning_score,0.0158
adult,distillation,45,forget_confidence_mean_unlearned,0.8610
adult,distillation,45,forget_entropy_mean_unlearned,0.2981
adult,distillation,45,mia_accuracy_unlearned,0.4840
adult,distillation,45,mia_improvement,0.0110
adult,distillation,45,js_divergence_mean,0.0076
adult,distillation,45,activation_cosine_similarity,0.1629
adult,distillation,45,retrain_fraction,0.7375
adult,distillation,46,utility_accuracy_test,0.8400
adult,distillation,46,unlearning_score,0.0108
adult,distillation,46,forget_confidence_mean_unlearned,0.8618
adult,distillation,46,forget_entropy_mean_unlearned,0.2954
adult,distillation,46,mia_accuracy_unlearned,0.5184
adult,distillation,46,mia_improvement,-0.0099
adult,distillation,46,js_divergence_mean,0.0080
adult,distillation,46,activation_cosine_similarity,0.1554
adult,distillation,46,retrain_fraction,0.7375
adult,distillation,47,utility_accuracy_test,0.8078
adult,distillation,47,unlearning_score,0.0102
adult,distillation,47,forget_confidence_mean_unlearned,0.8619
adult,distillation,47,forget_entropy_mean_unlearned,0.2946
adult,distillation,47,mia_accuracy_unlearned,0.4887
adult,distillation,47,mia_improvement,0.0148
adult,distillation,47,js_divergence_mean,0.0082
adult,distillation,47,activation_cosine_similarity,0.1622
adult,distillation,47,retrain_fraction,0.7375
adult,distillation,48,utility_accuracy_test,0.8074
adult,distillation,48,unlearning_score,0.0106
adult,distillation,48,forget_confidence_mean_unlearned,0.8619
adult,distillation,48,forget_entropy_mean_unlearned,0.2947
adult,distillation,48,mia_accuracy_unlearned,0.4868
adult,distillation,48,mia_improvement,0.0095
adult,distillation,48,js_divergence_mean,0.0081
adult,distillation,48,activation_cosine_similarity,0.1878
adult,distillation,48,retrain_fraction,0.7375
adult,distillation,49,utility_accuracy_test,0.8269
adult,distillation,49,unlearning_score,0.0116
adult,distillation,49,forget_confidence_mean_unlearned,0.8630
adult,distillation,49,forget_entropy_mean_unlearned,0.2930
adult,distillation,49,mia_accuracy_unlearned,0.5005
adult,distillation,49,mia_improvement,0.0035
adult,distillation,49,js_divergence_mean,0.0082
adult,distillation,49,activation_cosine_similarity,0.1796
adult,distillation,49,retrain_fraction,0.7375
adult,distillation,50,utility_accuracy_test,0.8313
adult,distillation,50,unlearning_score,0.0110
adult,distillation,50,forget_confidence_mean_unlearned,0.8620
adult,distillation,50,forget_entropy_mean_unlearned,0.2946
adult,distillation,50,mia_accuracy_unlearned,0.5049
adult,distillation,50,mia_improvement,-0.0009
adult,distillation,50,js_divergence_mean,0.0080
adult,distillation,50,activation_cosine_similarity,0.1734
adult,distillation,50,retrain_fraction,0.7375
adult,distillation,51,utility_accuracy_test,0.8136
adult,distillation,51,unlearning_score,0.0147
adult,distillation,51,forget_confidence_mean_unlearned,0.8621
adult,distillation,51,forget_entropy_mean_unlearned,0.2952
adult,distillation,51,mia_accuracy_unlearned,0.5105
adult,distillation,51,mia_improvement,0.0070
adult,distillation,51,js_divergence_mean,0.0083
adult,distillation,51,activation_cosine_similarity,0.1654
adult,distillation,51,retrain_fraction,0.7375
adult,mf,42,utility_accuracy_test,0.7915
adult,mf,42,unlearning_score,0.0483
adult,mf,42,forget_confidence_mean_unlearned,0.8619
adult,mf,42,forget_entropy_mean_unlearned,0.3164
adult,mf,42,mia_accuracy_unlearned,0.4945
adult,mf,42,mia_improvement,0.0074
adult,mf,42,js_divergence_mean,0.0161
adult,mf,42,activation_cosine_similarity,0.8457
adult,mf,42,retrain_fraction,0.0553
adult,mf,43,utility_accuracy_test,0.7784
adult,mf,43,unlearning_score,0.0649
adult,mf,43,forget_confidence_mean_unlearned,0.8613
adult,mf,43,forget_entropy_mean_unlearned,0.3161
adult,mf,43,mia_accuracy_unlearned,0.4801
adult,mf,43,mia_improvement,0.0208
adult,mf,43,js_divergence_mean,0.0189
adult,mf,43,activation_cosine_similarity,0.8467
adult,mf,43,retrain_fraction,0.0553
adult,mf,44,utility_accuracy_test,0.7627
adult,mf,44,unlearning_score,0.0565
adult,mf,44,forget_confidence_mean_unlearned,0.8626
adult,mf,44,forget_entropy_mean_unlearned,0.3127
adult,mf,44,mia_accuracy_unlearned,0.4927
adult,mf,44,mia_improvement,0.0093
adult,mf,44,js_divergence_mean,0.0183
adult,mf,44,activation_cosine_similarity,0.8509
adult,mf,44,retrain_fraction,0.0553
adult,mf,45,utility_accuracy_test,0.7807
adult,mf,45,unlearning_score,0.0680
adult,mf,45,forget_confidence_mean_unlearned,0.8606
adult,mf,45,forget_entropy_mean_unlearned,0.3182
adult,mf,45,mia_accuracy_unlearned,0.4902
adult,mf,45,mia_improvement,0.0155
adult,mf,45,js_divergence_mean,0.0200
adult,mf,45,activation_cosine_similarity,0.8462
adult,mf,45,retrain_fraction,0.0553
adult,mf,46,utility_accuracy_test,0.7719
adult,mf,46,unlearning_score,0.0712
adult,mf,46,forget_confidence_mean_unlearned,0.8741
adult,mf,46,forget_entropy_mean_unlearned,0.2928
adult,mf,46,mia_accuracy_unlearned,0.4913
adult,mf,46,mia_improvement,0.0166
adult,mf,46,js_divergence_mean,0.0234
adult,mf,46,activation_cosine_similarity,0.8576
adult,mf,46,retrain_fraction,0.0553
adult,mf,47,utility_accuracy_test,0.7780
adult,mf,47,unlearning_score,0.0596
adult,mf,47,forget_confidence_mean_unlearned,0.8630
adult,mf,47,forget_entropy_mean_unlearned,0.3135
adult,mf,47,mia_accuracy_unlearned,0.5003
adult,mf,47,mia_improvement,0.0153
adult,mf,47,js_divergence_mean,0.0185
adult,mf,47,activation_cosine_similarity,0.8614
adult,mf,47,retrain_fraction,0.0553
adult,mf,48,utility_accuracy_test,0.7693
adult,mf,48,unlearning_score,0.0592
adult,mf,48,forget_confidence_mean_unlearned,0.8654
adult,mf,48,forget_entropy_mean_unlearned,0.3055
adult,mf,48,mia_accuracy_unlearned,0.5084
adult,mf,48,mia_improvement,-0.0093
adult,mf,48,js_divergence_mean,0.0175
adult,mf,48,activation_cosine_similarity,0.8579
adult,mf,48,retrain_fraction,0.0553
adult,mf,49,utility_accuracy_test,0.7947
adult,mf,49,unlearning_score,0.0524
adult,mf,49,forget_confidence_mean_unlearned,0.8649
adult,mf,49,forget_entropy_mean_unlearned,0.3096
adult,mf,49,mia_accuracy_unlearned,0.4854
adult,mf,49,mia_improvement,0.0052
adult,mf,49,js_divergence_mean,0.0156
adult,mf,49,activation_cosine_similarity,0.8598
adult,mf,49,retrain_fraction,0.0553
adult,mf,50,utility_accuracy_test,0.7773
adult,mf,50,unlearning_score,0.0738
adult,mf,50,forget_confidence_mean_unlearned,0.8647
adult,mf,50,forget_entropy_mean_unlearned,0.3117
adult,mf,50,mia_accuracy_unlearned,0.4977
adult,mf,50,mia_improvement,0.0205
adult,mf,50,js_divergence_mean,0.0225
adult,mf,50,activation_cosine_similarity,0.8458
adult,mf,50,retrain_fraction,0.0553
adult,mf,51,utility_accuracy_test,0.7654
adult,mf,51,unlearning_score,0.0654
adult,mf,51,forget_confidence_mean_unlearned,0.8638
adult,mf,51,forget_entropy_mean_unlearned,0.3150
adult,mf,51,mia_accuracy_unlearned,0.4925
adult,mf,51,mia_improvement,0.0011
adult,mf,51,js_divergence_mean,0.0197
adult,mf,51,activation_cosine_similarity,0.8525
adult,mf,51,retrain_fraction,0.0553
cifar10,exact_retraining,42,utility_accuracy_test,0.7148
cifar10,exact_retraining,42,unlearning_score,0.1277
cifar10,exact_retraining,42,forget_confidence_mean_unlearned,0.7182
cifar10,exact_retraining,42,forget_entropy_mean_unlearned,0.8160
cifar10,exact_retraining,42,mia_accuracy_unlearned,0.5034
cifar10,exact_retraining,42,mia_improvement,0.0284
cifar10,exact_retraining,42,js_divergence_mean,0.1034
cifar10,exact_retraining,42,activation_cosine_similarity,0.4002
cifar10,exact_retraining,42,retrain_fraction,0.7375
cifar10,federated_exact_retraining,42,utility_accuracy_test,0.7579
cifar10,federated_exact_retraining,42,unlearning_score,0.0839
cifar10,federated_exact_retraining,42,forget_confidence_mean_unlearned,0.8552
cifar10,federated_exact_retraining,42,forget_entropy_mean_unlearned,0.3980
cifar10,federated_exact_retraining,42,mia_accuracy_unlearned,0.5032
cifar10,federated_exact_retraining,42,mia_improvement,0.0322
cifar10,federated_exact_retraining,42,js_divergence_mean,0.0839
cifar10,sisa,42,utility_accuracy_test,0.6268
cifar10,sisa,42,unlearning_score,0.2220
cifar10,sisa,42,forget_confidence_mean_unlearned,0.1548
cifar10,sisa,42,forget_entropy_mean_unlearned,2.2823
cifar10,sisa,42,mia_accuracy_unlearned,0.4978
cifar10,sisa,42,mia_improvement,0.0379
cifar10,sisa,42,js_divergence_mean,0.3907
cifar10,sisa,42,retrain_fraction,0.2875
cifar10,distillation,42,utility_accuracy_test,0.7018
cifar10,distillation,42,unlearning_score,0.1397
cifar10,distillation,42,forget_confidence_mean_unlearned,0.8242
cifar10,distillation,42,forget_entropy_mean_unlearned,0.4911
cifar10,distillation,42,mia_accuracy_unlearned,0.5054
cifar10,distillation,42,mia_improvement,0.0318
cifar10,distillation,42,js_divergence_mean,0.0886
cifar10,distillation,42,activation_cosine_similarity,0.8447
cifar10,distillation,42,retrain_fraction,0.7375
cifar10,mf,42,utility_accuracy_test,0.1006
cifar10,mf,42,unlearning_score,0.7481
cifar10,mf,42,forget_confidence_mean_unlearned,0.9592
cifar10,mf,42,forget_entropy_mean_unlearned,0.1821
cifar10,mf,42,mia_accuracy_unlearned,0.5003
cifar10,mf,42,mia_improvement,0.0344
cifar10,mf,42,js_divergence_mean,0.5850
cifar10,mf,42,activation_cosine_similarity,0.6692
cifar10,mf,42,retrain_fraction,0.0400
