dataset,strategy,seed,metric,value
mnist,federated_exact_retraining,48,mia_accuracy_unlearned,0.5331
mnist,federated_exact_retraining,48,mia_improvement,-0.0048
mnist,federated_exact_retraining,48,js_divergence_mean,0.0074
mnist,federated_exact_retraining,49,utility_accuracy_test,0.9871
mnist,federated_exact_retraining,49,unlearning_score,0.0116
mnist,federated_exact_retraining,49,forget_confidence_mean_unlearned,0.9942
mnist,federated_exact_retraining,49,forget_entropy_mean_unlearned,0.0150
mnist,federated_exact_retraining,49,mia_accuracy_unlearned,0.5291
mnist,federated_exact_retraining,49,mia_improvement,-0.0029
mnist,federated_exact_retraining,49,js_divergence_mean,0.0079
mnist,federated_exact_retraining,50,utility_accuracy_test,0.9873
mnist,federated_exact_retraining,50,unlearning_score,0.0109
mnist,federated_exact_retraining,50,forget_confidence_mean_unlearned,0.9946
mnist,federated_exact_retraining,50,forget_entropy_mean_unlearned,0.0137
mnist,federated_exact_retraining,50,mia_accuracy_unlearned,0.5264
mnist,federated_exact_retraining,50,mia_improvement,-0.0024
mnist,federated_exact_retraining,50,js_divergence_mean,0.0079
mnist,federated_exact_retraining,51,utility_accuracy_test,0.9873
mnist,federated_exact_retraining,51,unlearning_score,0.0116
mnist,federated_exact_retraining,51,forget_confidence_mean_unlearned,0.9943
mnist,federated_exact_retraining,51,forget_entropy_mean_unlearned,0.0145
mnist,federated_exact_retraining,51,mia_accuracy_unlearned,0.5306
mnist,federated_exact_retraining,51,mia_improvement,-0.0085
mnist,federated_exact_retraining,51,js_divergence_mean,0.0079
mnist,sisa,42,utility_accuracy_test,0.9641
mnist,sisa,42,unlearning_score,0.0382
mnist,sisa,42,forget_confidence_mean_unlearned,0.2045
mnist,sisa,42,forget_entropy_mean_unlearned,2.2488
mnist,sisa,42,mia_accuracy_unlearned,0.5412
mnist,sisa,42,mia_improvement,-0.0246
mnist,sisa,42,js_divergence_mean,0.4200
mnist,sisa,42,retrain_fraction,0.2936
mnist,sisa,43,utility_accuracy_test,0.9614
mnist,sisa,43,unlearning_score,0.0430
mnist,sisa,43,forget_confidence_mean_unlearned,0.2060
mnist,sisa,43,forget_entropy_mean_unlearned,2.2479
mnist,sisa,43,mia_accuracy_unlearned,0.5427
mnist,sisa,43,mia_improvement,-0.0234
mnist,sisa,43,js_divergence_mean,0.4186
mnist,sisa,43,retrain_fraction,0.2936
mnist,sisa,44,utility_accuracy_test,0.9660
mnist,sisa,44,unlearning_score,0.0367
mnist,sisa,44,forget_confidence_mean_unlearned,0.2058
mnist,sisa,44,forget_entropy_mean_unlearned,2.2480
mnist,sisa,44,mia_accuracy_unlearned,0.5449
mnist,sisa,44,mia_improvement,-0.0296
mnist,sisa,44,js_divergence_mean,0.4187
mnist,sisa,44,retrain_fraction,0.2936
mnist,sisa,45,utility_accuracy_test,0.9639
mnist,sisa,45,unlearning_score,0.0416
mnist,sisa,45,forget_confidence_mean_unlearned,0.2065
mnist,sisa,45,forget_entropy_mean_unlearned,2.2476
mnist,sisa,45,mia_accuracy_unlearned,0.5406
mnist,sisa,45,mia_improvement,-0.0252
mnist,sisa,45,js_divergence_mean,0.4183
mnist,sisa,45,retrain_fraction,0.2936
mnist,sisa,46,utility_accuracy_test,0.9663
mnist,sisa,46,unlearning_score,0.0350
mnist,sisa,46,forget_confidence_mean_unlearned,0.2071
mnist,sisa,46,forget_entropy_mean_unlearned,2.2472
mnist,sisa,46,mia_accuracy_unlearned,0.5397
mnist,sisa,46,mia_improvement,-0.0221
mnist,sisa,46,js_divergence_mean,0.4177
mnist,sisa,46,retrain_fraction,0.2936
mnist,sisa,47,utility_accuracy_test,0.9607
mnist,sisa,47,unlearning_score,0.0464
mnist,sisa,47,forget_confidence_mean_unlearned,0.2071
mnist,sisa,47,forget_entropy_mean_unlearned,2.2472
mnist,sisa,47,mia_accuracy_unlearned,0.5454
mnist,sisa,47,mia_improvement,-0.0294
mnist,sisa,47,js_divergence_mean,0.4181
mnist,sisa,47,retrain_fraction,0.2936
mnist,sisa,48,utility_accuracy_test,0.9642
mnist,sisa,48,unlearning_score,0.0374
mnist,sisa,48,forget_confidence_mean_unlearned,0.2056
mnist,sisa,48,forget_entropy_mean_unlearned,2.2482
mnist,sisa,48,mia_accuracy_unlearned,0.5432
mnist,sisa,48,mia_improvement,-0.0202
mnist,sisa,48,js_divergence_mean,0.4191
mnist,sisa,48,retrain_fraction,0.2936
mnist,sisa,49,utility_accuracy_test,0.9614
mnist,sisa,49,unlearning_score,0.0412
mnist,sisa,49,forget_confidence_mean_unlearned,0.2054
mnist,sisa,49,forget_entropy_mean_unlearned,2.2482
mnist,sisa,49,mia_accuracy_unlearned,0.5470
mnist,sisa,49,mia_improvement,-0.0253
mnist,sisa,49,js_divergence_mean,0.4193
mnist,sisa,49,retrain_fraction,0.2936
mnist,sisa,50,utility_accuracy_test,0.9626
mnist,sisa,50,unlearning_score,0.0410
mnist,sisa,50,forget_confidence_mean_unlearned,0.2039
mnist,sisa,50,forget_entropy_mean_unlearned,2.2493
mnist,sisa,50,mia_accuracy_unlearned,0.5406
mnist,sisa,50,mia_improvement,-0.0262
mnist,sisa,50,js_divergence_mean,0.4205
mnist,sisa,50,retrain_fraction,0.2936
mnist,sisa,51,utility_accuracy_test,0.9635
mnist,sisa,51,unlearning_score,0.0405
mnist,sisa,51,forget_confidence_mean_unlearned,0.2061
mnist,sisa,51,forget_entropy_mean_unlearned,2.2478
mnist,sisa,51,mia_accuracy_unlearned,0.5334
mnist,sisa,51,mia_improvement,-0.0171
mnist,sisa,51,js_divergence_mean,0.4186
mnist,sisa,51,retrain_fraction,0.2936
mnist,distillation,42,utility_accuracy_test,0.9841
mnist,distillation,42,unlearning_score,0.0120
mnist,distillation,42,forget_confidence_mean_unlearned,0.9936
mnist,distillation,42,forget_entropy_mean_unlearned,0.0164
mnist,distillation,42,mia_accuracy_unlearned,0.5183
mnist,distillation,42,mia_improvement,0.0008
mnist,distillation,42,js_divergence_mean,0.0075
mnist,distillation,42,activation_cosine_similarity,0.7153
mnist,distillation,42,retrain_fraction,0.7299
mnist,distillation,43,utility_accuracy_test,0.9850
mnist,distillation,43,unlearning_score,0.0105
mnist,distillation,43,forget_confidence_mean_unlearned,0.9938
mnist,distillation,43,forget_entropy_mean_unlearned,0.0159
mnist,distillation,43,mia_accuracy_unlearned,0.5200
mnist,distillation,43,mia_improvement,-0.0009
